image,n_gt,d_matched,d_iou,d_f1,y_matched,y_iou,y_f1
230219_A068_1.jpg,9,9,0.634211003780365,0.6666666666666667,8,0.8089559078216553,0.7000000000000001
230219_A068_2.jpg,11,6,0.7235897183418274,0.43478260869565216,10,0.7952495813369751,0.64
230219_A068_4.jpg,11,10,0.6761187314987183,0.64,10,0.7853493094444275,0.6153846153846153
230219_A070_1.jpg,11,9,0.674526572227478,0.5333333333333333,9,0.8380135297775269,0.64
230219_A070_4.jpg,9,7,0.655978262424469,0.5714285714285715,8,0.8385319709777832,0.7777777777777778
230219_A074_3.jpg,12,12,0.6599320769309998,0.923076923076923,12,0.8340690732002258,0.923076923076923
230219_A075_1.jpg,11,8,0.679070234298706,0.5,10,0.8031479120254517,0.8
230219_A075_2.jpg,17,7,0.6876610517501831,0.3111111111111111,8,0.752561092376709,0.5714285714285714
230219_A078_3.jpg,14,11,0.6684160828590393,0.5806451612903226,12,0.8406036496162415,0.7999999999999999
230219_A078_4.jpg,10,10,0.7145081758499146,1.0,10,0.8445528745651245,0.9523809523809523
230219_A079_2.jpg,8,8,0.6833122968673706,0.761904761904762,8,0.8561369776725769,0.9411764705882353
230219_A079_3.jpg,6,6,0.674239456653595,0.5,6,0.8763332366943359,0.625
230219_A081_4.jpg,13,13,0.7199004888534546,0.9285714285714286,12,0.8609879016876221,0.9600000000000001
230219_A082_3.jpg,10,8,0.730198323726654,0.64,10,0.8707068562507629,0.6956521739130435
230219_A082_4.jpg,10,10,0.7257252335548401,0.7826086956521738,10,0.8758312463760376,0.8181818181818182
230219_A084_4.jpg,10,9,0.704303503036499,0.9,9,0.851665198802948,0.9473684210526316
230219_A086_3.jpg,9,8,0.7147572636604309,0.64,9,0.9037666320800781,0.8181818181818181
230219_A088_3.jpg,9,4,0.6596109867095947,0.32,8,0.7183610200881958,0.7999999999999999
230219_A088_4.jpg,7,6,0.6926917433738708,0.4545454545454545,7,0.7923921346664429,0.5263157894736842
230219_A089_4.jpg,13,13,0.7294158935546875,0.8125000000000001,13,0.8528150916099548,0.8000000000000002
230219_A090_1.jpg,17,16,0.6437957286834717,0.9142857142857143,16,0.7529405951499939,0.9090909090909091
230219_A092_2.jpg,12,7,0.6804812550544739,0.48000000000000004,12,0.840194046497345,0.9600000000000001
230219_A093_2.jpg,23,11,0.6400597095489502,0.4583333333333333,16,0.7447925806045532,0.6521739130434783
230219_A093_3.jpg,14,10,0.6486453413963318,0.689655172413793,13,0.8249331116676331,0.8666666666666666
230219_A096_1.jpg,14,12,0.7105979323387146,0.6666666666666667,12,0.8285536170005798,0.7333333333333334
